index,subject,periodstart,periodend,time,imperative,prompttemplate,promptcategory,prompt,difficulty,goldenrecordImages,expectedValue,goldenrecordImages,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
473,Modern Art,1890,1945,1906.0,Give me,(imperative) an artwork in a style that was popular in the Western world in (year),year,Give me an artwork in a style that was popular in the Western world in 1906 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me an artwork in a style that was popular in the Western world in 1906 AC.'? Is the correct temporal knowledge applied (i.e. 1906.0 AC)? Just reply with 'yes' or 'no'.
474,Modern Art,1890,1945,1906.0,Create,(imperative) an artwork in a style that was popular in the Western world in (year),year,Create an artwork in a style that was popular in the Western world in 1906 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create an artwork in a style that was popular in the Western world in 1906 AC.'? Is the correct temporal knowledge applied (i.e. 1906.0 AC)? Just reply with 'yes' or 'no'.
475,Modern Art,1890,1945,1906.0,Generate,(imperative) an artwork in a style that was popular in the Western world in (year),year,Generate an artwork in a style that was popular in the Western world in 1906 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate an artwork in a style that was popular in the Western world in 1906 AC.'? Is the correct temporal knowledge applied (i.e. 1906.0 AC)? Just reply with 'yes' or 'no'.
476,Modern Art,1890,1945,1912.0,Produce,(imperative) an artwork in a style that was popular in the Western world in (year),year,Produce an artwork in a style that was popular in the Western world in 1912 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce an artwork in a style that was popular in the Western world in 1912 AC.'? Is the correct temporal knowledge applied (i.e. 1912.0 AC)? Just reply with 'yes' or 'no'.
477,Modern Art,1890,1945,1912.0,Generate,(imperative) an artwork in a style that was popular in the Western world in (year),year,Generate an artwork in a style that was popular in the Western world in 1912 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate an artwork in a style that was popular in the Western world in 1912 AC.'? Is the correct temporal knowledge applied (i.e. 1912.0 AC)? Just reply with 'yes' or 'no'.
478,Modern Art,1890,1945,1912.0,Give me,(imperative) an artwork in a style that was popular in the Western world in (year),year,Give me an artwork in a style that was popular in the Western world in 1912 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me an artwork in a style that was popular in the Western world in 1912 AC.'? Is the correct temporal knowledge applied (i.e. 1912.0 AC)? Just reply with 'yes' or 'no'.
479,Modern Art,1890,1945,1912.0,Create,(imperative) an artwork in a style that was popular in the Western world in (year),year,Create an artwork in a style that was popular in the Western world in 1912 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create an artwork in a style that was popular in the Western world in 1912 AC.'? Is the correct temporal knowledge applied (i.e. 1912.0 AC)? Just reply with 'yes' or 'no'.
480,Modern Art,1890,1945,1917.0,Produce,(imperative) an artwork in a style that was popular in the Western world in (year),year,Produce an artwork in a style that was popular in the Western world in 1917 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce an artwork in a style that was popular in the Western world in 1917 AC.'? Is the correct temporal knowledge applied (i.e. 1917.0 AC)? Just reply with 'yes' or 'no'.
481,Modern Art,1890,1945,1917.0,Generate,(imperative) an artwork in a style that was popular in the Western world in (year),year,Generate an artwork in a style that was popular in the Western world in 1917 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate an artwork in a style that was popular in the Western world in 1917 AC.'? Is the correct temporal knowledge applied (i.e. 1917.0 AC)? Just reply with 'yes' or 'no'.
482,Modern Art,1890,1945,1917.0,Give me,(imperative) an artwork in a style that was popular in the Western world in (year),year,Give me an artwork in a style that was popular in the Western world in 1917 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me an artwork in a style that was popular in the Western world in 1917 AC.'? Is the correct temporal knowledge applied (i.e. 1917.0 AC)? Just reply with 'yes' or 'no'.
483,Modern Art,1890,1945,1917.0,Create,(imperative) an artwork in a style that was popular in the Western world in (year),year,Create an artwork in a style that was popular in the Western world in 1917 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create an artwork in a style that was popular in the Western world in 1917 AC.'? Is the correct temporal knowledge applied (i.e. 1917.0 AC)? Just reply with 'yes' or 'no'.
484,Modern Art,1890,1945,1923.0,Produce,(imperative) an artwork in a style that was popular in the Western world in (year),year,Produce an artwork in a style that was popular in the Western world in 1923 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce an artwork in a style that was popular in the Western world in 1923 AC.'? Is the correct temporal knowledge applied (i.e. 1923.0 AC)? Just reply with 'yes' or 'no'.
485,Modern Art,1890,1945,1923.0,Generate,(imperative) an artwork in a style that was popular in the Western world in (year),year,Generate an artwork in a style that was popular in the Western world in 1923 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate an artwork in a style that was popular in the Western world in 1923 AC.'? Is the correct temporal knowledge applied (i.e. 1923.0 AC)? Just reply with 'yes' or 'no'.
486,Modern Art,1890,1945,1923.0,Give me,(imperative) an artwork in a style that was popular in the Western world in (year),year,Give me an artwork in a style that was popular in the Western world in 1923 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me an artwork in a style that was popular in the Western world in 1923 AC.'? Is the correct temporal knowledge applied (i.e. 1923.0 AC)? Just reply with 'yes' or 'no'.
487,Modern Art,1890,1945,1923.0,Create,(imperative) an artwork in a style that was popular in the Western world in (year),year,Create an artwork in a style that was popular in the Western world in 1923 AC.,2,"https://www.artic.edu/artworks/27992/a-sunday-on-la-grande-jatte-1884,https://www.artic.edu/artworks/80607/self-portrait,https://www.artic.edu/artworks/61128/at-the-moulin-rouge,https://www.getty.edu/art/collection/object/103QSA,https://www.nga.gov/collection/art-object-page.46569.html,https://www.artic.edu/artworks/14620/cliff-walk-at-pourville,https://www.artic.edu/artworks/28560/the-bedroom,https://www.metmuseum.org/art/collection/search/436446,https://www.nga.gov/collection/art-object-page.43624.html,https://www.metmuseum.org/art/collection/search/435878","abstract,avant-garde,minimalist,surreal,geometric,eclectic,abstraction,minimalism,surrealism,geometry,eclecticism,cubism","goldenRecordImages/artworks/modernArt/ASundayonLaGrandeJatte.jpg,goldenRecordImages/artworks/modernArt/Self-Portrait.jpg,goldenRecordImages/artworks/modernArt/AttheMoulinRouge.jpg,goldenRecordImages/artworks/modernArt/ChristsEntryintoBrusselsin1889.jpg,goldenRecordImages/artworks/modernArt/TheBoatingParty.jpg,goldenRecordImages/artworks/modernArt/CliffWalkatPourville.jpg,goldenRecordImages/artworks/modernArt/TheBedroom.jpg,goldenRecordImages/artworks/modernArt/TwoTahitianWomen.jpeg,goldenRecordImages/artworks/modernArt/TheRailway.jpg,goldenRecordImages/artworks/modernArt/MontSainte-Victoire.jpeg",Is the following subject present in the image: 'Modern Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create an artwork in a style that was popular in the Western world in 1923 AC.'? Is the correct temporal knowledge applied (i.e. 1923.0 AC)? Just reply with 'yes' or 'no'.
