index,promptcategory,place,suggestion,imperative,prompttemplate,prompt,difficulty,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
94,maps,africa,1913,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of africa in 1913,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of africa in 1913'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1913)? Just reply with 'yes' or 'no'.
95,maps,asia,1914,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of asia in 1914,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of asia in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
96,maps,asia,1900,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of asia in 1900,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of asia in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
97,maps,asia,1800,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of asia in 1800,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of asia in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
98,maps,asia,1940,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of asia in 1940,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of asia in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
99,maps,middle east,1900,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the middle east in 1900,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the middle east in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
100,maps,middle east,1940,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the middle east in 1940,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the middle east in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
101,maps,middle east,1930,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the middle east in 1930,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the middle east in 1930'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1930)? Just reply with 'yes' or 'no'.
102,maps,middle east,1945,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the middle east in 1945,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the middle east in 1945'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1945)? Just reply with 'yes' or 'no'.
103,maps,middle east,1920,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the middle east in 1920,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the middle east in 1920'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1920)? Just reply with 'yes' or 'no'.
104,maps,middle east,20 BCE,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the middle east in 20 BCE,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the middle east in 20 BCE'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of  BCE)? Just reply with 'yes' or 'no'.
105,maps,middle east,1947,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the middle east in 1947,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the middle east in 1947'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1947)? Just reply with 'yes' or 'no'.
106,maps,middle east,1914,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the middle east in 1914,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the middle east in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
107,maps,middle east,1948,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the middle east in 1948,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the middle east in 1948'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1948)? Just reply with 'yes' or 'no'.
108,maps,middle east,1946,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the middle east in 1946,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the middle east in 1946'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1946)? Just reply with 'yes' or 'no'.
109,maps,north africa,1914,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of north africa in 1914,1,Is the following subject present in the image: 'Map of north africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of north africa in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
110,maps,north africa,1942,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of north africa in 1942,1,Is the following subject present in the image: 'Map of north africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of north africa in 1942'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1942)? Just reply with 'yes' or 'no'.
111,maps,south africa,1900,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of south africa in 1900,1,Is the following subject present in the image: 'Map of south africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of south africa in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
112,maps,europe,1914,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of europe in 1914,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
113,maps,europe,1939,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of europe in 1939,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe in 1939'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1939)? Just reply with 'yes' or 'no'.
114,maps,europe,1940,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of europe in 1940,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
115,maps,europe,1200,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of europe in 1200,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe in 1200'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1200)? Just reply with 'yes' or 'no'.
116,maps,europe,1918,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of europe in 1918,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe in 1918'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1918)? Just reply with 'yes' or 'no'.
117,maps,europe,1500,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of europe in 1500,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe in 1500'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1500)? Just reply with 'yes' or 'no'.
118,maps,europe,1938,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of europe in 1938,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe in 1938'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1938)? Just reply with 'yes' or 'no'.
119,maps,europe,1800,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of europe in 1800,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
120,maps,america,1776,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of america in 1776,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of america in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
121,maps,america,1754,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of america in 1754,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of america in 1754'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1754)? Just reply with 'yes' or 'no'.
122,maps,america,1800,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of america in 1800,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of america in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
123,maps,america,1883,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of america in 1883,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of america in 1883'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1883)? Just reply with 'yes' or 'no'.
124,maps,america,1860,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of america in 1860,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of america in 1860'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1860)? Just reply with 'yes' or 'no'.
125,maps,america,1864,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of america in 1864,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of america in 1864'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1864)? Just reply with 'yes' or 'no'.
126,maps,usa,1820,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the usa in 1820,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the usa in 1820'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1820)? Just reply with 'yes' or 'no'.
127,maps,usa,1861,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the usa in 1861,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the usa in 1861'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1861)? Just reply with 'yes' or 'no'.
128,maps,usa,1899,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the usa in 1899,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the usa in 1899'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1899)? Just reply with 'yes' or 'no'.
129,maps,usa,1880,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the usa in 1880,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the usa in 1880'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1880)? Just reply with 'yes' or 'no'.
130,maps,usa,1860,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the usa in 1860,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the usa in 1860'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1860)? Just reply with 'yes' or 'no'.
131,maps,usa,1883,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the usa in 1883,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the usa in 1883'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1883)? Just reply with 'yes' or 'no'.
132,maps,usa,1800,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the usa in 1800,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the usa in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
133,maps,usa,1850,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the usa in 1850,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the usa in 1850'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1850)? Just reply with 'yes' or 'no'.
134,maps,usa,1776,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the usa in 1776,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the usa in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
135,maps,usa,1900,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the usa in 1900,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the usa in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
136,maps,south america,1800,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of south america in 1800,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of south america in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
137,maps,south america,1914,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of south america in 1914,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of south america in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
138,maps,south america,1900,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of south america in 1900,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of south america in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
139,maps,south america,1850,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of south america in 1850,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of south america in 1850'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1850)? Just reply with 'yes' or 'no'.
140,maps,north america,1754,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of north america in 1754,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of north america in 1754'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1754)? Just reply with 'yes' or 'no'.
141,maps,north america,1800,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of north america in 1800,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of north america in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
142,maps,north america,1763,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of north america in 1763,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of north america in 1763'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1763)? Just reply with 'yes' or 'no'.
143,maps,north america,1776,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of north america in 1776,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of north america in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
144,maps,north america,1700,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of north america in 1700,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of north america in 1700'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1700)? Just reply with 'yes' or 'no'.
145,maps,north america,1750,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of north america in 1750,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of north america in 1750'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1750)? Just reply with 'yes' or 'no'.
146,maps,north america,1600,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of north america in 1600,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of north america in 1600'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1600)? Just reply with 'yes' or 'no'.
147,maps,north america,1500,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of north america in 1500,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of north america in 1500'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1500)? Just reply with 'yes' or 'no'.
148,maps,north america,1840,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of north america in 1840,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of north america in 1840'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1840)? Just reply with 'yes' or 'no'.
149,maps,africa,1914,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of africa in 1914,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of africa in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
150,maps,africa,1913,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of africa in 1913,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of africa in 1913'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1913)? Just reply with 'yes' or 'no'.
151,maps,asia,1914,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of asia in 1914,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of asia in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
152,maps,asia,1900,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of asia in 1900,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of asia in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
153,maps,asia,1800,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of asia in 1800,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of asia in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
154,maps,asia,1940,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of asia in 1940,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of asia in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
155,maps,middle east,1900,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the middle east in 1900,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the middle east in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
156,maps,middle east,1940,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the middle east in 1940,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the middle east in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
157,maps,middle east,1930,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the middle east in 1930,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the middle east in 1930'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1930)? Just reply with 'yes' or 'no'.
158,maps,middle east,1945,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the middle east in 1945,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the middle east in 1945'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1945)? Just reply with 'yes' or 'no'.
159,maps,middle east,1920,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the middle east in 1920,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the middle east in 1920'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1920)? Just reply with 'yes' or 'no'.
160,maps,middle east,20 BCE,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of the middle east in 20 BCE,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of the middle east in 20 BCE'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of  BCE)? Just reply with 'yes' or 'no'.
