index,subject,lifespan,anAge,prompttemplate,promptcategory,imperative,prompt,difficulty,time,goldenrecordImages,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
563,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Bush Dog that is 7.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Bush Dog that is 7.0 years old.'? Is the correct temporal knowledge applied (i.e. 70 years old)? Just reply with 'yes' or 'no'.
564,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is 1 month old,youth,Generate,Generate a photorealistic image of a Bush Dog that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Bush Dog that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
565,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a Bush Dog that is 11 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Bush Dog that is 11 years old.'? Is the correct temporal knowledge applied (i.e. 11 years old)? Just reply with 'yes' or 'no'.
566,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a Bush Dog that is 28 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Bush Dog that is 28 years old.'? Is the correct temporal knowledge applied (i.e. 28 years old)? Just reply with 'yes' or 'no'.
567,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Bush Dog that is 7.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Bush Dog that is 7.0 years old.'? Is the correct temporal knowledge applied (i.e. 70 years old)? Just reply with 'yes' or 'no'.
568,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a Bush Dog that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Bush Dog that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
569,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a Bush Dog that is 11 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Bush Dog that is 11 years old.'? Is the correct temporal knowledge applied (i.e. 11 years old)? Just reply with 'yes' or 'no'.
570,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of a Bush Dog that is 28 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Bush Dog that is 28 years old.'? Is the correct temporal knowledge applied (i.e. 28 years old)? Just reply with 'yes' or 'no'.
571,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Bush Dog that is 7.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Bush Dog that is 7.0 years old.'? Is the correct temporal knowledge applied (i.e. 70 years old)? Just reply with 'yes' or 'no'.
572,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is 1 month old,youth,Produce,Produce a photorealistic image of a Bush Dog that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Bush Dog that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
573,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a Bush Dog that is 11 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Bush Dog that is 11 years old.'? Is the correct temporal knowledge applied (i.e. 11 years old)? Just reply with 'yes' or 'no'.
574,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a Bush Dog that is 28 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Bush Dog that is 28 years old.'? Is the correct temporal knowledge applied (i.e. 28 years old)? Just reply with 'yes' or 'no'.
575,Bush Dog,10.0,14.1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Bush Dog that is 7.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Bush Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Bush Dog that is 7.0 years old.'? Is the correct temporal knowledge applied (i.e. 70 years old)? Just reply with 'yes' or 'no'.
576,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is 1 month old,youth,Create,Create a photorealistic image of a Bushbaby that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Bushbaby that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
577,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of a Bushbaby that is 12 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Bushbaby that is 12 years old.'? Is the correct temporal knowledge applied (i.e. 12 years old)? Just reply with 'yes' or 'no'.
578,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of a Bushbaby that is 30 years old.,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Bushbaby that is 30 years old.'? Is the correct temporal knowledge applied (i.e. 30 years old)? Just reply with 'yes' or 'no'.
579,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Bushbaby that is 8.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Bushbaby that is 8.0 years old.'? Is the correct temporal knowledge applied (i.e. 80 years old)? Just reply with 'yes' or 'no'.
580,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is 1 month old,youth,Generate,Generate a photorealistic image of a Bushbaby that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Bushbaby that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
581,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a Bushbaby that is 12 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Bushbaby that is 12 years old.'? Is the correct temporal knowledge applied (i.e. 12 years old)? Just reply with 'yes' or 'no'.
582,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a Bushbaby that is 30 years old.,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Bushbaby that is 30 years old.'? Is the correct temporal knowledge applied (i.e. 30 years old)? Just reply with 'yes' or 'no'.
583,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Bushbaby that is 8.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Bushbaby that is 8.0 years old.'? Is the correct temporal knowledge applied (i.e. 80 years old)? Just reply with 'yes' or 'no'.
584,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a Bushbaby that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Bushbaby that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
585,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a Bushbaby that is 12 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Bushbaby that is 12 years old.'? Is the correct temporal knowledge applied (i.e. 12 years old)? Just reply with 'yes' or 'no'.
586,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of a Bushbaby that is 30 years old.,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Bushbaby that is 30 years old.'? Is the correct temporal knowledge applied (i.e. 30 years old)? Just reply with 'yes' or 'no'.
587,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Bushbaby that is 8.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Bushbaby that is 8.0 years old.'? Is the correct temporal knowledge applied (i.e. 80 years old)? Just reply with 'yes' or 'no'.
588,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is 1 month old,youth,Produce,Produce a photorealistic image of a Bushbaby that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Bushbaby that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
589,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a Bushbaby that is 12 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Bushbaby that is 12 years old.'? Is the correct temporal knowledge applied (i.e. 12 years old)? Just reply with 'yes' or 'no'.
590,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a Bushbaby that is 30 years old.,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Bushbaby that is 30 years old.'? Is the correct temporal knowledge applied (i.e. 30 years old)? Just reply with 'yes' or 'no'.
591,Bushbaby,15.0,,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Bushbaby that is 8.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Bush%20Baby.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Bushbaby'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Bushbaby that is 8.0 years old.'? Is the correct temporal knowledge applied (i.e. 80 years old)? Just reply with 'yes' or 'no'.
592,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is 1 month old,youth,Create,Create a photorealistic image of a Canadian Lynx that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Canadian Lynx that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
593,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of a Canadian Lynx that is 11 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Canadian Lynx that is 11 years old.'? Is the correct temporal knowledge applied (i.e. 11 years old)? Just reply with 'yes' or 'no'.
594,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of a Canadian Lynx that is 28 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Canadian Lynx that is 28 years old.'? Is the correct temporal knowledge applied (i.e. 28 years old)? Just reply with 'yes' or 'no'.
595,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Canadian Lynx that is 7.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Canadian Lynx that is 7.0 years old.'? Is the correct temporal knowledge applied (i.e. 70 years old)? Just reply with 'yes' or 'no'.
596,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is 1 month old,youth,Generate,Generate a photorealistic image of a Canadian Lynx that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Canadian Lynx that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
597,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a Canadian Lynx that is 11 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Canadian Lynx that is 11 years old.'? Is the correct temporal knowledge applied (i.e. 11 years old)? Just reply with 'yes' or 'no'.
598,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a Canadian Lynx that is 28 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Canadian Lynx that is 28 years old.'? Is the correct temporal knowledge applied (i.e. 28 years old)? Just reply with 'yes' or 'no'.
599,Canadian Lynx,14.0,,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Canadian Lynx that is 7.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Canada%20lynx%20by%20Michael%20Zahra.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lynx-canadensis.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Canadian Lynx'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Canadian Lynx that is 7.0 years old.'? Is the correct temporal knowledge applied (i.e. 70 years old)? Just reply with 'yes' or 'no'.
