index,subject,DemolitionDate,goldenrecordImages,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
135,Boleyn Ground,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg,after,Point(0.039444444 51.531944444),United Kingdom,06/17/1952,9/12/2026,Point(0.039444444 51.531944444),0.039444444,51.53194444,https://commons.wikimedia.org/wiki/Category:Boleyn%20Ground,0,01/01/1904,38,Give me a photorealistic image of the Boleyn Ground in United Kingdom after 01/01/2017,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boleyn Ground'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Boleyn Ground in United Kingdom after 01/01/2017'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
136,Boleyn Ground,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg,random before,Point(0.039444444 51.531944444),United Kingdom,06/17/1952,9/12/2026,Point(0.039444444 51.531944444),0.039444444,51.53194444,https://commons.wikimedia.org/wiki/Category:Boleyn%20Ground,0,01/01/1904,38,Generate a photorealistic image of the Boleyn Ground in United Kingdom on 06/17/1952,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boleyn Ground'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Boleyn Ground in United Kingdom on 06/17/1952'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
137,Boleyn Ground,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg,before,Point(0.039444444 51.531944444),United Kingdom,06/17/1952,9/12/2026,Point(0.039444444 51.531944444),0.039444444,51.53194444,https://commons.wikimedia.org/wiki/Category:Boleyn%20Ground,0,01/01/1904,38,Generate a photorealistic image of the Boleyn Ground in United Kingdom before 01/01/2017,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boleyn Ground'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Boleyn Ground in United Kingdom before 01/01/2017'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
138,Boleyn Ground,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg,random after,Point(0.039444444 51.531944444),United Kingdom,06/17/1952,9/12/2026,Point(0.039444444 51.531944444),0.039444444,51.53194444,https://commons.wikimedia.org/wiki/Category:Boleyn%20Ground,0,01/01/1904,38,Generate a photorealistic image of the Boleyn Ground in United Kingdom on 9/12/2026,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boleyn Ground'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Boleyn Ground in United Kingdom on 9/12/2026'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
139,Boleyn Ground,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg,after,Point(0.039444444 51.531944444),United Kingdom,06/17/1952,9/12/2026,Point(0.039444444 51.531944444),0.039444444,51.53194444,https://commons.wikimedia.org/wiki/Category:Boleyn%20Ground,0,01/01/1904,38,Generate a photorealistic image of the Boleyn Ground in United Kingdom after 01/01/2017,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boleyn Ground'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Boleyn Ground in United Kingdom after 01/01/2017'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
140,Boleyn Ground,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg,random before,Point(0.039444444 51.531944444),United Kingdom,06/17/1952,9/12/2026,Point(0.039444444 51.531944444),0.039444444,51.53194444,https://commons.wikimedia.org/wiki/Category:Boleyn%20Ground,0,01/01/1904,38,Produce a photorealistic image of the Boleyn Ground in United Kingdom on 06/17/1952,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boleyn Ground'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Boleyn Ground in United Kingdom on 06/17/1952'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
141,Boleyn Ground,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg,before,Point(0.039444444 51.531944444),United Kingdom,06/17/1952,9/12/2026,Point(0.039444444 51.531944444),0.039444444,51.53194444,https://commons.wikimedia.org/wiki/Category:Boleyn%20Ground,0,01/01/1904,38,Produce a photorealistic image of the Boleyn Ground in United Kingdom before 01/01/2017,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boleyn Ground'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Boleyn Ground in United Kingdom before 01/01/2017'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
142,Boleyn Ground,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg,random after,Point(0.039444444 51.531944444),United Kingdom,06/17/1952,9/12/2026,Point(0.039444444 51.531944444),0.039444444,51.53194444,https://commons.wikimedia.org/wiki/Category:Boleyn%20Ground,0,01/01/1904,38,Produce a photorealistic image of the Boleyn Ground in United Kingdom on 9/12/2026,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boleyn Ground'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Boleyn Ground in United Kingdom on 9/12/2026'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
143,Boleyn Ground,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg,after,Point(0.039444444 51.531944444),United Kingdom,06/17/1952,9/12/2026,Point(0.039444444 51.531944444),0.039444444,51.53194444,https://commons.wikimedia.org/wiki/Category:Boleyn%20Ground,0,01/01/1904,38,Produce a photorealistic image of the Boleyn Ground in United Kingdom after 01/01/2017,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boleyn Ground'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Boleyn Ground in United Kingdom after 01/01/2017'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
144,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,random before,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Create a photorealistic image of the Boston Garden in United States of America on 12/02/1985,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Boston Garden in United States of America on 12/02/1985'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
145,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,before,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Create a photorealistic image of the Boston Garden in United States of America before 03/01/1998,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Boston Garden in United States of America before 03/01/1998'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
146,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,random after,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Create a photorealistic image of the Boston Garden in United States of America on 1/29/2003,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Boston Garden in United States of America on 1/29/2003'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
147,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,after,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Create a photorealistic image of the Boston Garden in United States of America after 03/01/1998,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Boston Garden in United States of America after 03/01/1998'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
148,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,random before,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Give me a photorealistic image of the Boston Garden in United States of America on 12/02/1985,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Boston Garden in United States of America on 12/02/1985'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
149,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,before,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Give me a photorealistic image of the Boston Garden in United States of America before 03/01/1998,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Boston Garden in United States of America before 03/01/1998'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
150,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,random after,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Give me a photorealistic image of the Boston Garden in United States of America on 1/29/2003,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Boston Garden in United States of America on 1/29/2003'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
151,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,after,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Give me a photorealistic image of the Boston Garden in United States of America after 03/01/1998,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Boston Garden in United States of America after 03/01/1998'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
152,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,random before,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Generate a photorealistic image of the Boston Garden in United States of America on 12/02/1985,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Boston Garden in United States of America on 12/02/1985'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
153,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,before,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Generate a photorealistic image of the Boston Garden in United States of America before 03/01/1998,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Boston Garden in United States of America before 03/01/1998'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
154,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,random after,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Generate a photorealistic image of the Boston Garden in United States of America on 1/29/2003,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Boston Garden in United States of America on 1/29/2003'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
155,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,after,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Generate a photorealistic image of the Boston Garden in United States of America after 03/01/1998,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Boston Garden in United States of America after 03/01/1998'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
156,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,random before,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Produce a photorealistic image of the Boston Garden in United States of America on 12/02/1985,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Boston Garden in United States of America on 12/02/1985'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
157,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,before,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Produce a photorealistic image of the Boston Garden in United States of America before 03/01/1998,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Boston Garden in United States of America before 03/01/1998'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
158,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,random after,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Produce a photorealistic image of the Boston Garden in United States of America on 1/29/2003,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Boston Garden in United States of America on 1/29/2003'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
159,Boston Garden,03/01/1998,http://commons.wikimedia.org/wiki/Special:FilePath/Lipofsky-Boston-Garden.jpg,after,Point(-71.061716666 42.365697222),United States of America,12/02/1985,1/29/2003,Point(-71.061716666 42.365697222),-71.06171667,42.36569722,https://commons.wikimedia.org/wiki/Category:Boston%20Garden,0,01/01/1928,20,Produce a photorealistic image of the Boston Garden in United States of America after 03/01/1998,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Boston Garden'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Boston Garden in United States of America after 03/01/1998'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
160,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,random before,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Create a photorealistic image of the Braunes Haus in Germany on 04/21/1871,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Braunes Haus in Germany on 04/21/1871'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
161,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,before,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Create a photorealistic image of the Braunes Haus in Germany before 01/01/1945,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Braunes Haus in Germany before 01/01/1945'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
162,Braunes Haus,01/01/1945,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-17059%2C%20M%C3%BCnchen%2C%20Braunes%20Haus.jpg,random after,Point(11.5675 48.1453),Germany,04/21/1871,7/31/1952,Point(11.5675 48.1453),11.5675,48.1453,https://commons.wikimedia.org/wiki/Category:Braunes%20Haus%20%28Munich%29,0,01/01/1828,23,Create a photorealistic image of the Braunes Haus in Germany on 7/31/1952,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Braunes Haus'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Braunes Haus in Germany on 7/31/1952'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
