index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
525,Seasonality,Date,Give me,04/24/1974,,a forest,Give me a photorealistic image of a forest in europe on 04/24/1974 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 04/24/1974 '? Is the correct temporal knowledge applied (i.e. 04/24/1974)? Just reply with 'yes' or 'no'.
526,Seasonality,Date,Give me,05/30/1942,,a forest,Give me a photorealistic image of a forest in europe on 05/30/1942 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 05/30/1942 '? Is the correct temporal knowledge applied (i.e. 05/30/1942)? Just reply with 'yes' or 'no'.
527,Seasonality,Date,Give me,05/17/1970,,a forest,Give me a photorealistic image of a forest in europe on 05/17/1970 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 05/17/1970 '? Is the correct temporal knowledge applied (i.e. 05/17/1970)? Just reply with 'yes' or 'no'.
528,Seasonality,Date,Give me,06/15/1920,,a forest,Give me a photorealistic image of a forest in europe on 06/15/1920 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 06/15/1920 '? Is the correct temporal knowledge applied (i.e. 06/15/1920)? Just reply with 'yes' or 'no'.
529,Seasonality,Date,Give me,06/04/1991,,a forest,Give me a photorealistic image of a forest in europe on 06/04/1991 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 06/04/1991 '? Is the correct temporal knowledge applied (i.e. 06/04/1991)? Just reply with 'yes' or 'no'.
530,Seasonality,Date,Give me,07/08/1922,,a forest,Give me a photorealistic image of a forest in europe on 07/08/1922 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 07/08/1922 '? Is the correct temporal knowledge applied (i.e. 07/08/1922)? Just reply with 'yes' or 'no'.
531,Seasonality,Date,Give me,07/02/1963,,a forest,Give me a photorealistic image of a forest in europe on 07/02/1963 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 07/02/1963 '? Is the correct temporal knowledge applied (i.e. 07/02/1963)? Just reply with 'yes' or 'no'.
532,Seasonality,Date,Give me,08/19/1940,,a forest,Give me a photorealistic image of a forest in europe on 08/19/1940 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 08/19/1940 '? Is the correct temporal knowledge applied (i.e. 08/19/1940)? Just reply with 'yes' or 'no'.
533,Seasonality,Date,Give me,08/01/1998,,a forest,Give me a photorealistic image of a forest in europe on 08/01/1998 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 08/01/1998 '? Is the correct temporal knowledge applied (i.e. 08/01/1998)? Just reply with 'yes' or 'no'.
534,Seasonality,Date,Give me,09/30/1939,,a forest,Give me a photorealistic image of a forest in europe on 09/30/1939 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 09/30/1939 '? Is the correct temporal knowledge applied (i.e. 09/30/1939)? Just reply with 'yes' or 'no'.
535,Seasonality,Date,Give me,09/17/1968,,a forest,Give me a photorealistic image of a forest in europe on 09/17/1968 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 09/17/1968 '? Is the correct temporal knowledge applied (i.e. 09/17/1968)? Just reply with 'yes' or 'no'.
536,Seasonality,Date,Give me,10/14/1900,,a forest,Give me a photorealistic image of a forest in europe on 10/14/1900 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 10/14/1900 '? Is the correct temporal knowledge applied (i.e. 10/14/1900)? Just reply with 'yes' or 'no'.
537,Seasonality,Date,Give me,10/05/1971,,a forest,Give me a photorealistic image of a forest in europe on 10/05/1971 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 10/05/1971 '? Is the correct temporal knowledge applied (i.e. 10/05/1971)? Just reply with 'yes' or 'no'.
538,Seasonality,Date,Give me,11/28/1904,,a forest,Give me a photorealistic image of a forest in europe on 11/28/1904 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 11/28/1904 '? Is the correct temporal knowledge applied (i.e. 11/28/1904)? Just reply with 'yes' or 'no'.
539,Seasonality,Date,Give me,11/10/1985,,a forest,Give me a photorealistic image of a forest in europe on 11/10/1985 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 11/10/1985 '? Is the correct temporal knowledge applied (i.e. 11/10/1985)? Just reply with 'yes' or 'no'.
540,Seasonality,Date,Give me,12/06/1938,,a forest,Give me a photorealistic image of a forest in europe on 12/06/1938 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 12/06/1938 '? Is the correct temporal knowledge applied (i.e. 12/06/1938)? Just reply with 'yes' or 'no'.
541,Seasonality,Date,Give me,12/25/1998,,a forest,Give me a photorealistic image of a forest in europe on 12/25/1998 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 12/25/1998 '? Is the correct temporal knowledge applied (i.e. 12/25/1998)? Just reply with 'yes' or 'no'.
542,Daytime,Daytime,Give me,,morning,a forest,Give me a photorealistic image of a forest in europe in the morning,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe in the morning'? Is the correct temporal knowledge applied (i.e. morning)? Just reply with 'yes' or 'no'.
543,Daytime,Daytime,Give me,,evening,a forest,Give me a photorealistic image of a forest in europe in the evening,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,long shadows,deep shadows",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe in the evening'? Is the correct temporal knowledge applied (i.e. evening)? Just reply with 'yes' or 'no'.
544,Daytime,Daytime,Give me,,6am,a forest,Give me a photorealistic image of a forest in europe at 6am,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe at 6am'? Is the correct temporal knowledge applied (i.e. 6am)? Just reply with 'yes' or 'no'.
545,Daytime,Daytime,Give me,,6pm,a forest,Give me a photorealistic image of a forest in europe at 6pm,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,shadows lengthen,shadows deepen",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe at 6pm'? Is the correct temporal knowledge applied (i.e. 6pm)? Just reply with 'yes' or 'no'.
546,Seasonality,Month,Give me,january,,a landscape,Give me a photorealistic image of a landscape in europe in january ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in january '? Is the correct temporal knowledge applied (i.e. january)? Just reply with 'yes' or 'no'.
547,Seasonality,Month,Give me,february,,a landscape,Give me a photorealistic image of a landscape in europe in february ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in february '? Is the correct temporal knowledge applied (i.e. february)? Just reply with 'yes' or 'no'.
548,Seasonality,Month,Give me,march,,a landscape,Give me a photorealistic image of a landscape in europe in march ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in march '? Is the correct temporal knowledge applied (i.e. march)? Just reply with 'yes' or 'no'.
549,Seasonality,Month,Give me,april,,a landscape,Give me a photorealistic image of a landscape in europe in april ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in april '? Is the correct temporal knowledge applied (i.e. april)? Just reply with 'yes' or 'no'.
550,Seasonality,Month,Give me,may,,a landscape,Give me a photorealistic image of a landscape in europe in may ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in may '? Is the correct temporal knowledge applied (i.e. may)? Just reply with 'yes' or 'no'.
551,Seasonality,Month,Give me,june,,a landscape,Give me a photorealistic image of a landscape in europe in june ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in june '? Is the correct temporal knowledge applied (i.e. june)? Just reply with 'yes' or 'no'.
552,Seasonality,Month,Give me,july,,a landscape,Give me a photorealistic image of a landscape in europe in july ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in july '? Is the correct temporal knowledge applied (i.e. july)? Just reply with 'yes' or 'no'.
553,Seasonality,Month,Give me,august,,a landscape,Give me a photorealistic image of a landscape in europe in august ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in august '? Is the correct temporal knowledge applied (i.e. august)? Just reply with 'yes' or 'no'.
554,Seasonality,Month,Give me,september,,a landscape,Give me a photorealistic image of a landscape in europe in september ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in september '? Is the correct temporal knowledge applied (i.e. september)? Just reply with 'yes' or 'no'.
555,Seasonality,Month,Give me,november,,a landscape,Give me a photorealistic image of a landscape in europe in november ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in november '? Is the correct temporal knowledge applied (i.e. november)? Just reply with 'yes' or 'no'.
556,Seasonality,Month,Give me,december,,a landscape,Give me a photorealistic image of a landscape in europe in december ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in december '? Is the correct temporal knowledge applied (i.e. december)? Just reply with 'yes' or 'no'.
557,Seasonality,Season,Give me,spring,,a landscape,Give me a photorealistic image of a landscape in europe in spring ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in spring '? Is the correct temporal knowledge applied (i.e. spring)? Just reply with 'yes' or 'no'.
558,Seasonality,Season,Give me,summer,,a landscape,Give me a photorealistic image of a landscape in europe in summer ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in summer '? Is the correct temporal knowledge applied (i.e. summer)? Just reply with 'yes' or 'no'.
559,Seasonality,Season,Give me,fall,,a landscape,Give me a photorealistic image of a landscape in europe in fall ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in fall '? Is the correct temporal knowledge applied (i.e. fall)? Just reply with 'yes' or 'no'.
560,Seasonality,Season,Give me,winter,,a landscape,Give me a photorealistic image of a landscape in europe in winter ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe in winter '? Is the correct temporal knowledge applied (i.e. winter)? Just reply with 'yes' or 'no'.
561,Seasonality,Date,Give me,01/21/1707,,a landscape,Give me a photorealistic image of a landscape in europe on 01/21/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 01/21/1707 '? Is the correct temporal knowledge applied (i.e. 01/21/1707)? Just reply with 'yes' or 'no'.
562,Seasonality,Date,Give me,01/14/1753,,a landscape,Give me a photorealistic image of a landscape in europe on 01/14/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 01/14/1753 '? Is the correct temporal knowledge applied (i.e. 01/14/1753)? Just reply with 'yes' or 'no'.
563,Seasonality,Date,Give me,02/08/1707,,a landscape,Give me a photorealistic image of a landscape in europe on 02/08/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 02/08/1707 '? Is the correct temporal knowledge applied (i.e. 02/08/1707)? Just reply with 'yes' or 'no'.
564,Seasonality,Date,Give me,02/21/1797,,a landscape,Give me a photorealistic image of a landscape in europe on 02/21/1797 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 02/21/1797 '? Is the correct temporal knowledge applied (i.e. 02/21/1797)? Just reply with 'yes' or 'no'.
565,Seasonality,Date,Give me,03/01/1742,,a landscape,Give me a photorealistic image of a landscape in europe on 03/01/1742 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 03/01/1742 '? Is the correct temporal knowledge applied (i.e. 03/01/1742)? Just reply with 'yes' or 'no'.
566,Seasonality,Date,Give me,03/05/1796,,a landscape,Give me a photorealistic image of a landscape in europe on 03/05/1796 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 03/05/1796 '? Is the correct temporal knowledge applied (i.e. 03/05/1796)? Just reply with 'yes' or 'no'.
567,Seasonality,Date,Give me,04/16/1712,,a landscape,Give me a photorealistic image of a landscape in europe on 04/16/1712 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 04/16/1712 '? Is the correct temporal knowledge applied (i.e. 04/16/1712)? Just reply with 'yes' or 'no'.
568,Seasonality,Date,Give me,04/03/1785,,a landscape,Give me a photorealistic image of a landscape in europe on 04/03/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 04/03/1785 '? Is the correct temporal knowledge applied (i.e. 04/03/1785)? Just reply with 'yes' or 'no'.
